,Epoch,CLARIFY Train AUROC,CLARIFY Train AP,CLARIFY Test AP,CLARIFY Test ROC,CLARIFY Test AUPRC,CLARIFY Test ACC,CLARIFY Test MCC,CLARIFY test Recall,CLARIFY Test f1-score,CLARIFT Test Precision0.5,Test_Specificity_confusion
389,389,0.97523624,0.960739813,0.939055726,0.956336125,0.93898808,0.906569966,0.813225487,0.899317406,0.905887409,0.912554113,0.91382
390,390,0.975735556,0.961636109,0.936852122,0.955783556,0.936778383,0.907849829,0.815795879,0.900170648,0.907136715,0.914211438,0.91553
391,391,0.975952394,0.962084156,0.935936921,0.955541125,0.935859167,0.908703072,0.817448993,0.903583618,0.908233276,0.912931034,0.91382
392,392,0.976114823,0.962193666,0.935732779,0.955502539,0.935652486,0.905716724,0.811563737,0.896757679,0.904864399,0.913119027,0.91468
393,393,0.976582589,0.962943246,0.936533942,0.95618688,0.936448574,0.908703072,0.817482326,0.901877133,0.908075601,0.914359862,0.91553
394,394,0.976720687,0.962675412,0.937605586,0.95664153,0.937523483,0.907423208,0.814977254,0.898464164,0.906586311,0.914856646,0.91638
395,395,0.976840536,0.962499507,0.938594806,0.957565027,0.938512321,0.908276451,0.816738736,0.897610922,0.907287624,0.91717524,0.91894
396,396,0.976885521,0.962738351,0.939033257,0.958058626,0.938948991,0.912969283,0.826111796,0.902730375,0.912068966,0.921602787,0.92321
397,397,0.976499303,0.962797552,0.93779108,0.957517341,0.937704626,0.912542662,0.825193768,0.90443686,0.911827957,0.91934085,0.92065
398,398,0.975192658,0.960830461,0.935216592,0.955996139,0.935124542,0.908276451,0.817267498,0.887372014,0.906318083,0.926090828,0.92918
399,399,0.974632046,0.959788301,0.933723091,0.955241907,0.933629186,0.914675768,0.829352743,0.91552901,0.914748508,0.913969336,0.91382
400,400,0.975014321,0.960667613,0.934318154,0.955830149,0.93422612,0.911262799,0.822530388,0.909556314,0.911111111,0.912671233,0.91297
401,401,0.975899054,0.962340384,0.936203762,0.956353598,0.936122737,0.91168942,0.823403118,0.907849829,0.911349036,0.914875322,0.91553
402,402,0.976743681,0.964403061,0.938445935,0.957100549,0.938370929,0.913395904,0.826951064,0.903583618,0.912537699,0.921671018,0.92321
403,403,0.976212681,0.963021451,0.937445338,0.955922608,0.937369973,0.913822526,0.827742681,0.906143345,0.913155632,0.920277296,0.9215
404,404,0.975508691,0.961021738,0.936534147,0.956244394,0.93644605,0.915102389,0.830229258,0.911262799,0.914775161,0.918314703,0.91894
405,405,0.975592178,0.961567293,0.936490312,0.956857389,0.936384498,0.915955631,0.832071504,0.906143345,0.915122792,0.924281984,0.92577
406,406,0.975985816,0.962442642,0.936924674,0.957329148,0.93681833,0.913822526,0.827953726,0.900170648,0.912629758,0.925438596,0.92747
407,407,0.976609327,0.963754302,0.938015501,0.958302514,0.937917347,0.909982935,0.820683454,0.889078498,0.908061002,0.927871772,0.93089
408,408,0.976541548,0.963635572,0.937632468,0.958221703,0.937539429,0.912542662,0.82530436,0.901023891,0.911523522,0.922270742,0.92406
409,409,0.976276315,0.96316051,0.936552371,0.956949848,0.936469019,0.909982935,0.820291105,0.895904437,0.908697534,0.921861282,0.92406
410,410,0.976289817,0.963070218,0.936543668,0.956914175,0.936460817,0.911262799,0.822728072,0.900170648,0.910267472,0.920593368,0.92235
411,411,0.976614273,0.963246696,0.937131976,0.957465288,0.937047232,0.912116041,0.824377335,0.902730375,0.911283376,0.92,0.9215
412,412,0.976906844,0.963654029,0.937951978,0.958020769,0.937867456,0.913822526,0.827722188,0.906996587,0.913230241,0.919550173,0.92065
413,413,0.97735262,0.964433983,0.939650646,0.958862363,0.939558728,0.912969283,0.826111796,0.902730375,0.912068966,0.921602787,0.92321
414,414,0.97689127,0.963816493,0.939693879,0.958550041,0.93959166,0.913395904,0.827045034,0.901023891,0.912311015,0.923884514,0.92577
415,415,0.976562938,0.963294536,0.938853362,0.957779066,0.938749473,0.909129693,0.818810677,0.890784983,0.907431551,0.924712135,0.92747
416,416,0.976065493,0.962270927,0.937603011,0.956964408,0.937498011,0.910836177,0.822082126,0.895051195,0.909406155,0.924229075,0.92662
417,417,0.975382024,0.960434462,0.936971303,0.956309916,0.936866724,0.908703072,0.817882632,0.891638225,0.907118056,0.923144876,0.92577
418,418,0.975425271,0.960798788,0.938453725,0.957201744,0.938355246,0.909982935,0.820518312,0.891638225,0.908300739,0.925597874,0.92833
419,419,0.975421929,0.960942883,0.939894465,0.957961799,0.939805884,0.908703072,0.818151023,0.887372014,0.906713165,0.926916221,0.93003
420,420,0.976047044,0.962474384,0.941809015,0.958957006,0.941728315,0.91552901,0.831262596,0.90443686,0.914581536,0.92495637,0.92662
421,421,0.976404386,0.963291459,0.942706031,0.959155028,0.942631033,0.915955631,0.832100593,0.905290102,0.91504959,0.925021796,0.92662
422,422,0.976567216,0.963603011,0.943360545,0.959034904,0.943289358,0.91168942,0.823631019,0.899317406,0.910583153,0.922134733,0.92406
423,423,0.976985318,0.963870042,0.943523537,0.958476511,0.94345517,0.912542662,0.825172136,0.905290102,0.911903739,0.918614719,0.9198
424,424,0.977871855,0.96511391,0.943964333,0.959049465,0.943896547,0.912542662,0.825217806,0.903583618,0.911752045,0.920069505,0.9215
425,425,0.978459538,0.966616957,0.943346486,0.959184149,0.943277233,0.909982935,0.820291105,0.895904437,0.908697534,0.921861282,0.92406
426,426,0.978214292,0.966558312,0.941142411,0.957760865,0.941068155,0.906569966,0.813637952,0.889078498,0.904906644,0.921308576,0.92406
427,427,0.977735295,0.965755576,0.939221628,0.956545796,0.939138331,0.905716724,0.811930422,0.888225256,0.904038211,0.920424403,0.92321
428,428,0.977611435,0.965552509,0.938292977,0.956335397,0.938207624,0.906996587,0.814377454,0.891638225,0.905545927,0.919894366,0.92235
429,429,0.977313851,0.965388768,0.9373562,0.955644504,0.93727476,0.905716724,0.81198014,0.887372014,0.903954802,0.921169176,0.92406
430,430,0.976781247,0.964343096,0.937567949,0.955047889,0.937495925,0.915955631,0.831979407,0.922354949,0.916490038,0.910699242,0.90956
431,431,0.977226554,0.96517917,0.938461586,0.955658336,0.938387679,0.908703072,0.817711,0.895051195,0.907439446,0.920175439,0.92235
432,432,0.977480156,0.965122343,0.938664173,0.956079861,0.938585028,0.909556314,0.81938111,0.896757679,0.908383751,0.920315236,0.92235
433,433,0.978490553,0.966431586,0.938763324,0.957425247,0.938675986,0.910836177,0.821959939,0.897610922,0.909641159,0.921998247,0.92406
434,434,0.978580658,0.966829237,0.939110892,0.957736112,0.939026539,0.913395904,0.8268788,0.906143345,0.912763214,0.919480519,0.92065
435,435,0.978822362,0.967219905,0.940484573,0.95825228,0.940407716,0.913822526,0.828035776,0.898464164,0.912478336,0.92693662,0.92918
436,436,0.978750439,0.967277134,0.94100143,0.958155453,0.940935525,0.912542662,0.825100041,0.909556314,0.912280702,0.915021459,0.91553
437,437,0.97729313,0.964754118,0.941527307,0.957388118,0.941465847,0.912116041,0.824262087,0.907849829,0.911739503,0.915662651,0.91638
438,438,0.97701025,0.96399122,0.941177701,0.956759106,0.941118325,0.91168942,0.823381537,0.910409556,0.911576249,0.912745937,0.91297
439,439,0.977852939,0.965333653,0.942184852,0.958003296,0.94212673,0.911262799,0.82255554,0.906996587,0.910882605,0.914802065,0.91553
440,440,0.978048989,0.965595575,0.941634913,0.957219216,0.941576839,0.909982935,0.819990048,0.906143345,0.909635974,0.913155632,0.91382
441,441,0.97777246,0.964958409,0.94214865,0.957483488,0.942090482,0.912116041,0.824377335,0.902730375,0.911283376,0.92,0.9215
442,442,0.977772794,0.964804119,0.939750784,0.957640013,0.939678862,0.915955631,0.831947907,0.920648464,0.916348195,0.912087912,0.91126
443,443,0.977558429,0.964554228,0.938787854,0.957546098,0.93870914,0.917662116,0.835696964,0.902730375,0.916414032,0.930518909,0.93259
444,444,0.977529219,0.964532607,0.937864298,0.957578859,0.937773781,0.914249147,0.829550102,0.889078498,0.912035011,0.936208446,0.93942
445,445,0.97739687,0.964114731,0.937772349,0.957864972,0.937677321,0.917662116,0.835392656,0.911262799,0.917131816,0.923076923,0.92406
446,446,0.977583696,0.96429307,0.937875288,0.957762321,0.937780161,0.918515358,0.837055398,0.914675768,0.918201285,0.921754084,0.92235
447,447,0.977966171,0.96490568,0.93841946,0.957605068,0.938329149,0.91552901,0.831698882,0.895904437,0.91383812,0.93250444,0.93515
448,448,0.978145109,0.965206374,0.938945632,0.957913022,0.938855998,0.915955631,0.832471752,0.897610922,0.91438505,0.931798051,0.9343
449,449,0.97835767,0.965779917,0.939849163,0.958278489,0.939759466,0.916382253,0.832765718,0.917235495,0.916453538,0.915672913,0.91553
450,450,0.978635603,0.966636915,0.939882764,0.958325082,0.939790791,0.916382253,0.832769355,0.914675768,0.916239316,0.917808219,0.91809
451,451,0.978917145,0.967252359,0.940207714,0.958297418,0.940116262,0.916382253,0.832769355,0.914675768,0.916239316,0.917808219,0.91809
452,452,0.979132245,0.967835984,0.940174826,0.959155756,0.940082764,0.912969283,0.826141882,0.901877133,0.911993097,0.922338569,0.92406
453,453,0.979224622,0.968163847,0.939390559,0.959137555,0.93929135,0.915955631,0.832071504,0.906143345,0.915122792,0.924281984,0.92577
454,454,0.979517261,0.968685877,0.93967094,0.959016704,0.939566385,0.916808874,0.834128309,0.899317406,0.915327833,0.931918656,0.9343
455,455,0.980127135,0.96976501,0.941938138,0.960169891,0.941845037,0.916382253,0.832885786,0.907849829,0.915662651,0.923611111,0.92491
456,456,0.980005214,0.969438312,0.943349415,0.961004933,0.943258279,0.915955631,0.832020604,0.907849829,0.915268817,0.922810061,0.92406
457,457,0.98002286,0.969315103,0.944295239,0.96128959,0.944209936,0.911262799,0.823678945,0.884812287,0.908851884,0.934234234,0.93771
458,458,0.980029946,0.969090188,0.945186738,0.961267021,0.945107017,0.91552901,0.831495196,0.899317406,0.914137034,0.929453263,0.93174
459,459,0.979935964,0.968850003,0.944527254,0.961111952,0.944444014,0.915102389,0.830575226,0.900170648,0.913815505,0.927880387,0.93003
460,460,0.980108419,0.969214927,0.945081227,0.961329631,0.945001277,0.913822526,0.828127508,0.896757679,0.912326389,0.92844523,0.93089
461,461,0.980497178,0.970348075,0.946725046,0.96213628,0.946648526,0.915102389,0.83071325,0.897610922,0.913590968,0.930150309,0.93259
462,462,0.980841552,0.971499224,0.946408121,0.962562901,0.946332529,0.920648464,0.841327554,0.916382253,0.920308483,0.924268503,0.92491
463,463,0.980751314,0.971625798,0.946114348,0.962629151,0.94603714,0.923208191,0.846436102,0.919795222,0.922945205,0.926116838,0.92662
464,464,0.980573646,0.971332876,0.945359674,0.962450058,0.94528088,0.921501706,0.843063564,0.91552901,0.921030043,0.926597582,0.92747
465,465,0.980258214,0.970740854,0.944226404,0.962065662,0.944147869,0.922354949,0.844729577,0.91894198,0.922089041,0.925257732,0.92577
466,466,0.979877677,0.970038878,0.943049628,0.961475236,0.942969267,0.923208191,0.846460753,0.918088737,0.922813036,0.927586207,0.92833
467,467,0.980110558,0.970457042,0.943622421,0.961988491,0.94354053,0.919795222,0.839797119,0.908703072,0.9188956,0.929319372,0.93089
468,468,0.980473916,0.97148562,0.944585029,0.962302997,0.944510465,0.922354949,0.84480954,0.914675768,0.921754084,0.928942808,0.93003
469,469,0.980760138,0.97225304,0.945116351,0.962797324,0.945045525,0.925341297,0.850819186,0.934300341,0.926004228,0.917854149,0.91638
470,470,0.980772971,0.972379537,0.94458832,0.962220003,0.944519252,0.924061433,0.848222912,0.931740614,0.924640135,0.917647059,0.91638
471,471,0.980675915,0.971843138,0.944887134,0.962133368,0.944823106,0.923634812,0.847358771,0.930887372,0.924184668,0.917577796,0.91638
472,472,0.980306141,0.971035956,0.944862606,0.961063903,0.944800055,0.921501706,0.843034101,0.925767918,0.921835174,0.917935702,0.91724
473,473,0.979669462,0.969711257,0.943437927,0.960254342,0.943368269,0.917662116,0.835339132,0.920648464,0.917907274,0.915182358,0.91468
474,474,0.979508304,0.969539364,0.942980496,0.960633642,0.942903546,0.917662116,0.835339132,0.914675768,0.91741549,0.920171674,0.92065
475,475,0.979455163,0.969269331,0.943012535,0.960697708,0.942932742,0.91894198,0.837927882,0.924061433,0.919354839,0.914695946,0.91382
476,476,0.97961298,0.969267894,0.941710034,0.960516794,0.941618671,0.921075085,0.842285393,0.912116041,0.920361601,0.928757602,0.93003
477,477,0.979916914,0.969748103,0.941793353,0.960444356,0.941699438,0.919795222,0.839943964,0.905290102,0.918614719,0.932337434,0.9343
478,478,0.9805689,0.971338495,0.944256032,0.962091871,0.944162945,0.918088737,0.836822283,0.898464164,0.916449086,0.935168739,0.93771
479,479,0.980569101,0.971102263,0.943614331,0.961463223,0.943532974,0.914249147,0.829412091,0.890784983,0.912188729,0.934646374,0.93771
480,480,0.980287826,0.970183636,0.942235081,0.960846952,0.942147911,0.91894198,0.838005985,0.910409556,0.918244406,0.926215278,0.92747
481,481,0.980017713,0.969399371,0.941272849,0.960507694,0.941182935,0.918515358,0.837252923,0.906996587,0.917565818,0.928384279,0.93003
482,482,0.97981304,0.96891532,0.940403111,0.960105825,0.940305463,0.920648464,0.841375337,0.913822526,0.920103093,0.926470588,0.92747
483,483,0.979829083,0.969116591,0.94078611,0.96013713,0.940684653,0.920221843,0.840554149,0.912116041,0.919569892,0.927146574,0.92833
484,484,0.979818722,0.969105514,0.941209367,0.960465468,0.941101069,0.918515358,0.837191944,0.908703072,0.917707885,0.92689295,0.92833
485,485,0.980003877,0.969621987,0.941746416,0.96071518,0.941641348,0.91894198,0.838123181,0.906996587,0.917962003,0.929195804,0.93089
486,486,0.980276997,0.970414479,0.941789937,0.961044246,0.941683933,0.919368601,0.839030758,0.906143345,0.918287938,0.930762489,0.93259
487,487,0.980706128,0.971324534,0.941949245,0.961979027,0.941832118,0.919368601,0.838994085,0.906996587,0.918358531,0.930008749,0.93174
488,488,0.980845429,0.971857552,0.942244669,0.962510484,0.942125507,0.920221843,0.840634958,0.909556314,0.919361794,0.929380994,0.93089
489,489,0.980853651,0.971877796,0.942208403,0.961751156,0.942100123,0.919368601,0.838959861,0.907849829,0.918429003,0.929257642,0.93089
490,490,0.981080315,0.971794582,0.942784655,0.961104308,0.942687343,0.91894198,0.83796205,0.912116041,0.91838488,0.924740484,0.92577
491,491,0.979964841,0.969713748,0.942782566,0.959689396,0.942690535,0.919368601,0.838761933,0.91552901,0.919057816,0.922613929,0.92321
492,492,0.979201762,0.967921736,0.940349805,0.958879108,0.94024603,0.915955631,0.832020604,0.907849829,0.915268817,0.922810061,0.92406
493,493,0.978951101,0.967323368,0.939031294,0.9588893,0.938921897,0.915955631,0.832020604,0.907849829,0.915268817,0.922810061,0.92406
494,494,0.978892413,0.967008497,0.93825587,0.958870371,0.93813929,0.917235495,0.834501367,0.912969283,0.916880891,0.920826162,0.9215
495,495,0.978889873,0.966907755,0.938140384,0.959352322,0.938015218,0.916382253,0.832823926,0.910409556,0.915879828,0.921416235,0.92235
496,496,0.978953842,0.966954577,0.937795433,0.959326841,0.937666686,0.917662116,0.835361027,0.912969283,0.917273896,0.921619294,0.92235
497,497,0.979115401,0.967433287,0.938414088,0.959502295,0.938287391,0.91552901,0.831135475,0.908703072,0.914948454,0.921280277,0.92235
498,498,0.979225558,0.968032979,0.938829149,0.959646443,0.938704053,0.916808874,0.833669035,0.911262799,0.916344916,0.921484038,0.92235
499,499,0.979245344,0.967906771,0.939284464,0.959562721,0.939174203,0.918515358,0.837055398,0.914675768,0.918201285,0.921754084,0.92235
500,500,0.979400152,0.968149109,0.939629341,0.959828449,0.939511221,0.918515358,0.837045647,0.91552901,0.918271288,0.921030043,0.9215
501,501,0.979605627,0.968626295,0.941270409,0.959841553,0.941172515,0.919795222,0.839601446,0.922354949,0.92,0.917657046,0.91724
502,502,0.979484574,0.968179397,0.940716227,0.959650083,0.940611412,0.919368601,0.838774146,0.914675768,0.918988427,0.923341947,0.92406
503,503,0.979408039,0.968025133,0.94069898,0.959782583,0.940580922,0.918515358,0.837067586,0.913822526,0.918131162,0.92248062,0.92321
504,504,0.979144143,0.967640007,0.940255623,0.959323929,0.940135836,0.91552901,0.831330417,0.902730375,0.914433881,0.926444834,0.92833
505,505,0.979030109,0.967795345,0.939740825,0.959197981,0.939621172,0.91552901,0.831330417,0.902730375,0.914433881,0.926444834,0.92833
506,506,0.979033853,0.967986312,0.941392202,0.959869218,0.94128643,0.919368601,0.838871875,0.910409556,0.91863969,0.927019983,0.92833
507,507,0.979603688,0.96912256,0.942118015,0.959717789,0.942017495,0.91552901,0.831495196,0.899317406,0.914137034,0.929453263,0.93174
508,508,0.980060292,0.96975503,0.942923772,0.960517886,0.942827887,0.916808874,0.834079673,0.900170648,0.915401302,0.931156222,0.93345
509,509,0.980518166,0.970670894,0.946273375,0.963219577,0.946187057,0.918515358,0.837953925,0.895051195,0.916557449,0.93912265,0.94198
510,510,0.981744466,0.972960747,0.948913142,0.965156117,0.948839078,0.924061433,0.848133981,0.921501706,0.923866553,0.926243568,0.92662
511,511,0.981623614,0.972998361,0.949251287,0.964920238,0.949184914,0.921501706,0.843317816,0.907849829,0.920415225,0.933333333,0.93515
512,512,0.981761578,0.972797258,0.950135394,0.965576186,0.950066479,0.921075085,0.842408099,0.908703072,0.920086393,0.93175853,0.93345
513,513,0.981943123,0.972880304,0.949782759,0.965274057,0.949707425,0.920648464,0.841473379,0.910409556,0.919827586,0.929442509,0.93089
514,514,0.981103309,0.971289532,0.948532035,0.964457944,0.948456518,0.924914676,0.849979115,0.91552901,0.924203273,0.933043478,0.9343
515,515,0.979115401,0.9699183,0.942893895,0.95920963,0.942819174,0.914675768,0.829370858,0.911262799,0.914383562,0.917525773,0.91809
516,516,0.978615416,0.967774421,0.942685385,0.955639408,0.942625643,0.91168942,0.823415108,0.916382253,0.912101911,0.907861369,0.907
517,517,0.979187324,0.968732251,0.943818012,0.955299421,0.94376348,0.909982935,0.82012381,0.900170648,0.909090909,0.91818973,0.9198
518,518,0.98103553,0.972568097,0.944212023,0.955732594,0.944155512,0.909982935,0.819973332,0.907849829,0.909790509,0.911739503,0.91212
519,519,0.978319436,0.968808517,0.948764209,0.959207446,0.948703585,0.912542662,0.825136086,0.918088737,0.913025032,0.908016878,0.907
520,520,0.976958581,0.968468249,0.943790217,0.959703957,0.943710655,0.905716724,0.812394813,0.881399317,0.903366856,0.926457399,0.93003
521,521,0.977829143,0.968523832,0.941434595,0.957380837,0.941344102,0.914675768,0.830299897,0.890784983,0.912587413,0.935483871,0.93857
522,522,0.977607291,0.963864128,0.944518658,0.959829905,0.944440024,0.917235495,0.834501367,0.912969283,0.916880891,0.920826162,0.9215
523,523,0.975019468,0.960852269,0.93613318,0.951403045,0.936034166,0.912969283,0.826246605,0.92662116,0.914141414,0.901993355,0.89932
524,524,0.973357954,0.959721248,0.927550228,0.945709181,0.927445224,0.903156997,0.806633813,0.889078498,0.901774124,0.914837577,0.91724
525,525,0.968565651,0.954223191,0.914930041,0.936518626,0.914836739,0.892491468,0.78535352,0.907849829,0.894117647,0.880794702,0.87713
526,526,0.973302474,0.961365312,0.930797668,0.945969085,0.93072387,0.910409556,0.821398177,0.929180887,0.912060302,0.895559211,0.89164
527,527,0.973641769,0.961044487,0.934943256,0.950944391,0.934868702,0.909982935,0.819968557,0.911262799,0.910097997,0.90893617,0.9087
528,528,0.973168187,0.961422738,0.943493541,0.955479243,0.943441313,0.910409556,0.820823893,0.908703072,0.91025641,0.911815068,0.91212
529,529,0.972649152,0.960548185,0.942693912,0.952982854,0.942641326,0.901877133,0.803871322,0.89334471,0.901032702,0.908854167,0.91041
530,530,0.970430101,0.956525433,0.943863692,0.951552289,0.943815617,0.902730375,0.805724758,0.889931741,0.901469317,0.913309982,0.91553
531,531,0.967877236,0.953919104,0.939237277,0.948510612,0.939172234,0.896757679,0.793516514,0.897610922,0.896845695,0.896081772,0.8959
532,532,0.972843397,0.961178758,0.941406094,0.95157959,0.941351588,0.895051195,0.791005869,0.87116041,0.892482517,0.914874552,0.91894
533,533,0.973831736,0.963155093,0.939394651,0.94931362,0.939336537,0.893771331,0.787694357,0.883959044,0.892718656,0.901653612,0.90358
534,534,0.973003419,0.962023374,0.936926509,0.949142535,0.936845636,0.892064846,0.784815915,0.87116041,0.889760349,0.909171861,0.91297
535,535,0.969361951,0.957101141,0.92395971,0.942854969,0.923839616,0.897610922,0.795518426,0.911262799,0.898989899,0.887043189,0.88396
536,536,0.972670809,0.962032769,0.934130584,0.949012219,0.934023901,0.901450512,0.803182038,0.914675768,0.902736842,0.891105569,0.88823
537,537,0.973511893,0.96284132,0.929223865,0.94573903,0.929121976,0.892064846,0.784193923,0.885665529,0.891369687,0.897147796,0.89846
538,538,0.973668907,0.962539551,0.924621393,0.942985649,0.924516443,0.891638225,0.783568578,0.905290102,0.893097643,0.881229236,0.87799
539,539,0.973949514,0.963729715,0.925829994,0.941772764,0.925749411,0.889505119,0.779024134,0.892491468,0.889834113,0.887192536,0.88652
540,540,0.973852926,0.963027658,0.924900069,0.941721074,0.924814325,0.889078498,0.778197789,0.883959044,0.888507719,0.893103448,0.8942
541,541,0.973416107,0.96155347,0.923983831,0.941689405,0.92387199,0.889931741,0.779891871,0.894197952,0.89039932,0.886632826,0.88567
542,542,0.972752157,0.960491322,0.923144198,0.941119,0.923035946,0.886518771,0.773633662,0.866894198,0.884247171,0.902309059,0.90614
543,543,0.972703963,0.960650564,0.922959654,0.941776404,0.922832823,0.895051195,0.790327969,0.906996587,0.896290051,0.885833333,0.88311
544,544,0.972992189,0.962275524,0.921996783,0.94249933,0.921849267,0.896331058,0.792662405,0.895904437,0.896286812,0.896669513,0.89676
545,545,0.973396856,0.963454669,0.92172781,0.943451948,0.921538796,0.892918089,0.78591886,0.900170648,0.893689115,0.887300252,0.88567
546,546,0.973607946,0.963581698,0.925290077,0.945334978,0.925165382,0.896757679,0.793655198,0.906143345,0.897717667,0.889447236,0.88737
547,547,0.974030661,0.963535055,0.928751085,0.946879113,0.92866263,0.898037543,0.79608233,0.900170648,0.898254576,0.896346644,0.8959
548,548,0.974666404,0.964116975,0.931586413,0.947688674,0.931510275,0.901877133,0.803871322,0.910409556,0.902707276,0.895134228,0.89334
549,549,0.975495189,0.965078479,0.933567114,0.948656216,0.933496956,0.903156997,0.806337768,0.906996587,0.903527412,0.900084674,0.89932
550,550,0.976357061,0.966115363,0.935137589,0.950405654,0.935065591,0.90059727,0.801323185,0.891638225,0.899698666,0.907906169,0.90956
551,551,0.97700263,0.967382644,0.936853248,0.952259927,0.936771666,0.903583618,0.807196619,0.899317406,0.903170523,0.907056799,0.90785
552,552,0.977140661,0.967331746,0.939767849,0.953748005,0.939686077,0.903583618,0.808227064,0.929180887,0.905990017,0.883928571,0.87799
553,553,0.976847555,0.966381977,0.940775649,0.95448986,0.940693359,0.905290102,0.810882516,0.891638225,0.903979239,0.916666667,0.91894
554,554,0.976845416,0.966750096,0.940504732,0.954879352,0.940408674,0.902303754,0.804631233,0.898464164,0.901927195,0.905417025,0.90614
555,555,0.97697977,0.966618883,0.939884387,0.954915753,0.939774392,0.905716724,0.811755297,0.919795222,0.907025663,0.894605809,0.89164
556,556,0.97818448,0.967916533,0.939929903,0.955699833,0.939824752,0.903156997,0.806321331,0.905290102,0.903363133,0.90144435,0.90102
557,557,0.978404995,0.96812867,0.940625079,0.956239298,0.94052365,0.904010239,0.808020772,0.903583618,0.90396927,0.904355252,0.90444
558,558,0.978499644,0.96803683,0.939080749,0.955758075,0.938982829,0.909556314,0.819256979,0.900170648,0.908699397,0.917391304,0.91894
559,559,0.978544228,0.967768327,0.936676236,0.954834215,0.936566398,0.909982935,0.820073642,0.901877133,0.909247312,0.916738942,0.91809
560,560,0.978764543,0.967907082,0.93623531,0.953967868,0.936150505,0.906569966,0.81332499,0.895904437,0.905562743,0.915431561,0.91724
561,561,0.978895555,0.968540851,0.937457972,0.953396006,0.937386763,0.901877133,0.804222796,0.884812287,0.900173611,0.916077739,0.91894
562,562,0.979314192,0.969058148,0.938972662,0.953558719,0.938911718,0.905290102,0.810962874,0.920648464,0.906722689,0.893211921,0.88993
563,563,0.979553423,0.96860148,0.939314851,0.953566,0.939257805,0.909982935,0.819980496,0.906996587,0.909713308,0.912446352,0.91297
564,564,0.97983316,0.969121025,0.939949815,0.954052319,0.939893271,0.912542662,0.825100041,0.909556314,0.912280702,0.915021459,0.91553
565,565,0.980127536,0.969466115,0.94094973,0.954143321,0.940892951,0.911262799,0.822530388,0.912969283,0.911413969,0.909863946,0.90956
566,566,0.980563486,0.970107377,0.941534594,0.954990012,0.941477419,0.910409556,0.820877681,0.916382253,0.910941476,0.905564924,0.90444
567,567,0.980688482,0.970261275,0.941483056,0.954995836,0.941425475,0.914249147,0.828513071,0.917235495,0.914504466,0.911789652,0.91126
568,568,0.980540158,0.970536704,0.940372355,0.954916481,0.940311559,0.915102389,0.830207498,0.916382253,0.915210908,0.914042553,0.91382
569,569,0.979234716,0.96850892,0.938505146,0.952874378,0.938437901,0.907423208,0.814913163,0.913822526,0.908011869,0.902274642,0.90102
570,570,0.979126631,0.968623114,0.93843907,0.952629763,0.938369942,0.906996587,0.814051256,0.912969283,0.90754877,0.902192243,0.90102
571,571,0.979308711,0.968712577,0.940165442,0.953231109,0.940101215,0.906996587,0.814163898,0.917235495,0.907939189,0.898829431,0.89676
572,572,0.98077257,0.970636839,0.942398044,0.955153817,0.94233964,0.911262799,0.822728072,0.922354949,0.912236287,0.902337229,0.90017
573,573,0.98081789,0.970206342,0.94436275,0.955452306,0.944311878,0.906996587,0.813997915,0.908703072,0.907155026,0.905612245,0.90529
574,574,0.981032589,0.970715144,0.941249392,0.955057718,0.941181518,0.906143345,0.812429837,0.896757679,0.905254091,0.913913043,0.91553
575,575,0.981042348,0.970825022,0.94020755,0.954286742,0.940136138,0.908276451,0.816619787,0.901877133,0.907685702,0.913569576,0.91468
576,576,0.980642628,0.970681344,0.941099555,0.954928858,0.941033476,0.907849829,0.81570441,0.906143345,0.907692308,0.909246575,0.90956
577,577,0.980147188,0.970490376,0.940632948,0.954309311,0.940571404,0.903156997,0.806328375,0.900170648,0.902866923,0.905579399,0.90614
578,578,0.980745298,0.970868633,0.941672877,0.954487676,0.941620018,0.906996587,0.814069038,0.913822526,0.907627119,0.901515152,0.90017
579,579,0.98047552,0.970621436,0.940829445,0.954419242,0.94076772,0.908703072,0.817711,0.895051195,0.907439446,0.920175439,0.92235
580,580,0.97942241,0.969077379,0.942444044,0.956085685,0.942376365,0.906569966,0.813154436,0.903583618,0.906290116,0.909012876,0.90956
581,581,0.978884659,0.968555606,0.942051878,0.955573158,0.941980727,0.902303754,0.80464295,0.897610922,0.90184312,0.906115418,0.907
582,582,0.979117273,0.968942815,0.942818998,0.955492347,0.942751436,0.903583618,0.807209549,0.898464164,0.903087479,0.907758621,0.9087
583,583,0.980013435,0.970223675,0.944973998,0.955983034,0.944916659,0.906143345,0.81229142,0.90443686,0.905982906,0.907534247,0.90785
584,584,0.980846766,0.971434365,0.946788191,0.956630974,0.94673843,0.907849829,0.81570441,0.906143345,0.907692308,0.909246575,0.90956
585,585,0.981256379,0.972077107,0.945683994,0.956053288,0.945634326,0.906996587,0.814335916,0.892491468,0.905627706,0.919156415,0.9215
586,586,0.981734039,0.973183064,0.94458252,0.955602278,0.944529003,0.909129693,0.818390772,0.900170648,0.908308222,0.916594266,0.91809
587,587,0.981820533,0.972734748,0.946905062,0.957169347,0.946855672,0.913395904,0.82679211,0.913822526,0.913432836,0.913043478,0.91297
588,588,0.982234558,0.973210173,0.946591588,0.957361181,0.946541251,0.907423208,0.815447723,0.888225256,0.905611135,0.923691216,0.92662
589,589,0.982019725,0.973053878,0.946059322,0.956915631,0.946009052,0.909556314,0.81938111,0.896757679,0.908383751,0.920315236,0.92235
